rgb,depth,mask,type,physical_id,placement_id,frame,occupancy,t,area_mm2,length_mm,width_mm,elongation,max_height_mm,mean_height_mm,p90_height_mm,height_std_mm,volume_mm3,invalid_depth_frac,source_split,source_file
images\1671187733349.jpg,,masks\1671187733349.png,gauze,1671187733349,1671187733349,0,ONE,,2359.0625,107.0,65.5,1.6336,0.0,0.0,0.0,0.0,0.0,0.0,train,images\gauze\1671187733349.jpeg
images\1671097005059.jpg,,masks\1671097005059.png,glove_single_nitrile,1671097005059,1671097005059,0,ONE,,9931.1875,142.8555,97.0317,1.4723,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_nitrile\1671097005059.jpeg
images\1671115088745.jpg,,masks\1671115088745.png,shoe_cover_pair,1671115088745,1671115088745,0,ONE,,13532.375,139.5,121.0,1.1529,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115088745.jpeg
images\1671115638781.jpg,,masks\1671115638781.png,medical_glasses,1671115638781,1671115638781,0,ONE,,1687.8125,70.25,54.5,1.289,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_glasses\1671115638781.jpeg
images\1671097703644.jpg,,masks\1671097703644.png,glove_pair_nitrile,1671097703644,1671097703644,0,ONE,,11028.4375,138.75,129.75,1.0694,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_nitrile\1671097703644.jpeg
images\1671103216120.jpg,,masks\1671103216120.png,test_tube,1671103216120,1671103216120,0,ONE,,2420.625,80.0,77.0,1.039,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671103216120.jpeg
images\1671187712371.jpg,,masks\1671187712371.png,gauze,1671187712371,1671187712371,0,ONE,,972.375,83.25,25.5,3.2647,0.0,0.0,0.0,0.0,0.0,0.0,train,images\gauze\1671187712371.jpeg
images\1671187851081.jpg,,masks\1671187851081.png,gauze,1671187851081,1671187851081,0,ONE,,1054.9375,102.0644,28.5176,3.579,0.0,0.0,0.0,0.0,0.0,0.0,train,images\gauze\1671187851081.jpeg
images\1671114669913.jpg,,masks\1671114669913.png,shoe_cover_single,1671114669913,1671114669913,0,ONE,,10785.125,131.25,111.75,1.1745,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_single\1671114669913.jpeg
images\1671104014028.jpg,,masks\1671104014028.png,medical_cap,1671104014028,1671104014028,0,ONE,,8274.3125,133.5721,92.0982,1.4503,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_cap\1671104014028.jpeg
images\1671036421439.jpg,,masks\1671036421439.png,glove_single_surgery,1671036421439,1671036421439,0,ONE,,4957.0,128.4155,58.1803,2.2072,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_surgery\1671036421439.jpeg
images\1671114928889.jpg,,masks\1671114928889.png,shoe_cover_pair,1671114928889,1671114928889,0,ONE,,9834.75,131.9643,103.6094,1.2737,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671114928889.jpeg
images\1671104044844.jpg,,masks\1671104044844.png,medical_cap,1671104044844,1671104044844,0,ONE,,8796.125,124.7756,93.0598,1.3408,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_cap\1671104044844.jpeg
images\1671102981324.jpg,,masks\1671102981324.png,test_tube,1671102981324,1671102981324,0,ONE,,579.9375,43.8961,19.8171,2.2151,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671102981324.jpeg
images\1671099710785.jpg,,masks\1671099710785.png,glove_pair_latex,1671099710785,1671099710785,0,ONE,,2575.0,99.5,60.0,1.6583,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_latex\1671099710785.jpeg
images\1671100320322.jpg,,masks\1671100320322.png,urine_bag,1671100320322,1671100320322,0,ONE,,4134.9375,115.5,94.0,1.2287,0.0,0.0,0.0,0.0,0.0,0.0,train,images\urine_bag\1671100320322.jpeg
images\1671036407261.jpg,,masks\1671036407261.png,glove_single_surgery,1671036407261,1671036407261,0,ONE,,10676.5625,131.5,129.25,1.0174,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_surgery\1671036407261.jpeg
images\1671104166414.jpg,,masks\1671104166414.png,medical_cap,1671104166414,1671104166414,0,ONE,,10387.0625,129.0,123.0,1.0488,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_cap\1671104166414.jpeg
images\1671102929495.jpg,,masks\1671102929495.png,test_tube,1671102929495,1671102929495,0,ONE,,715.125,47.75,26.5,1.8019,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671102929495.jpeg
images\1671097985566.jpg,,masks\1671097985566.png,glove_pair_nitrile,1671097985566,1671097985566,0,ONE,,11869.625,149.75,142.75,1.049,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_nitrile\1671097985566.jpeg
images\1671104231749.jpg,,masks\1671104231749.png,medical_cap,1671104231749,1671104231749,0,ONE,,8831.75,167.9603,86.0186,1.9526,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_cap\1671104231749.jpeg
images\1671099604293.jpg,,masks\1671099604293.png,glove_pair_latex,1671099604293,1671099604293,0,ONE,,3399.5,88.25,83.5,1.0569,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_latex\1671099604293.jpeg
images\1671099304261.jpg,,masks\1671099304261.png,glove_pair_latex,1671099304261,1671099304261,0,ONE,,2960.375,89.4296,61.3992,1.4565,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_latex\1671099304261.jpeg
images\1671100482510.jpg,,masks\1671100482510.png,urine_bag,1671100482510,1671100482510,0,ONE,,6002.125,134.75,107.0,1.2593,0.0,0.0,0.0,0.0,0.0,0.0,train,images\urine_bag\1671100482510.jpeg
images\1671037848840.jpg,,masks\1671037848840.png,glove_pair_surgery,1671037848840,1671037848840,0,ONE,,11958.875,145.75,121.5,1.1996,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_surgery\1671037848840.jpeg
images\1671099141972.jpg,,masks\1671099141972.png,glove_single_latex,1671099141972,1671099141972,0,ONE,,943.75,63.5427,36.2082,1.7549,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_latex\1671099141972.jpeg
images\1671114827967.jpg,,masks\1671114827967.png,shoe_cover_pair,1671114827967,1671114827967,0,ONE,,11354.0625,138.5,132.75,1.0433,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671114827967.jpeg
images\1671115134670.jpg,,masks\1671115134670.png,shoe_cover_pair,1671115134670,1671115134670,0,ONE,,15058.1875,149.75,139.0,1.0773,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115134670.jpeg
images\1671036487475.jpg,,masks\1671036487475.png,glove_single_surgery,1671036487475,1671036487475,0,ONE,,9243.625,150.2763,97.7006,1.5381,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_surgery\1671036487475.jpeg
images\1671187690094.jpg,,masks\1671187690094.png,gauze,1671187690094,1671187690094,0,ONE,,4296.75,117.75,82.0,1.436,0.0,0.0,0.0,0.0,0.0,0.0,train,images\gauze\1671187690094.jpeg
images\1671114282002.jpg,,masks\1671114282002.png,shoe_cover_single,1671114282002,1671114282002,0,ONE,,9226.375,149.2274,84.2096,1.7721,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_single\1671114282002.jpeg
images\1671103119234.jpg,,masks\1671103119234.png,test_tube,1671103119234,1671103119234,0,ONE,,613.8125,44.3992,19.0055,2.3361,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671103119234.jpeg
images\1671097472617.jpg,,masks\1671097472617.png,glove_single_nitrile,1671097472617,1671097472617,0,ONE,,15047.375,149.75,116.75,1.2827,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_nitrile\1671097472617.jpeg
images\1671104114817.jpg,,masks\1671104114817.png,medical_cap,1671104114817,1671104114817,0,ONE,,10645.8125,142.6969,104.8197,1.3614,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_cap\1671104114817.jpeg
images\1671187682655.jpg,,masks\1671187682655.png,gauze,1671187682655,1671187682655,0,ONE,,2482.8125,114.75,38.75,2.9613,0.0,0.0,0.0,0.0,0.0,0.0,train,images\gauze\1671187682655.jpeg
images\1671098928121.jpg,,masks\1671098928121.png,glove_single_latex,1671098928121,1671098928121,0,ONE,,1469.75,91.3042,47.7698,1.9113,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_latex\1671098928121.jpeg
images\1671115269712.jpg,,masks\1671115269712.png,shoe_cover_pair,1671115269712,1671115269712,0,ONE,,14737.8125,149.75,142.25,1.0527,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115269712.jpeg
images\1671037149346.jpg,,masks\1671037149346.png,glove_single_surgery,1671037149346,1671037149346,0,ONE,,6248.8125,126.5357,71.925,1.7593,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_surgery\1671037149346.jpeg
images\1671115213813.jpg,,masks\1671115213813.png,shoe_cover_pair,1671115213813,1671115213813,0,ONE,,9215.25,128.75,102.0,1.2623,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115213813.jpeg
images\1671115853967.jpg,,masks\1671115853967.png,medical_glasses,1671115853967,1671115853967,0,ONE,,1474.6875,89.9192,38.1953,2.3542,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_glasses\1671115853967.jpeg
images\1671102997502.jpg,,masks\1671102997502.png,test_tube,1671102997502,1671102997502,0,ONE,,770.125,51.4089,21.3183,2.4115,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671102997502.jpeg
images\1671102981893.jpg,,masks\1671102981893.png,test_tube,1671102981893,1671102981893,0,ONE,,582.625,47.25,15.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671102981893.jpeg
images\1671036443616.jpg,,masks\1671036443616.png,glove_single_surgery,1671036443616,1671036443616,0,ONE,,7357.375,125.6552,75.0272,1.6748,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_surgery\1671036443616.jpeg
images\1671115226954.jpg,,masks\1671115226954.png,shoe_cover_pair,1671115226954,1671115226954,0,ONE,,12373.125,149.75,126.0,1.1885,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115226954.jpeg
images\1671115647321.jpg,,masks\1671115647321.png,medical_glasses,1671115647321,1671115647321,0,ONE,,866.75,57.9404,55.405,1.0458,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_glasses\1671115647321.jpeg
images\1671099312566.jpg,,masks\1671099312566.png,glove_pair_latex,1671099312566,1671099312566,0,ONE,,1564.25,97.1662,36.4199,2.6679,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_latex\1671099312566.jpeg
images\1671099702614.jpg,,masks\1671099702614.png,glove_pair_latex,1671099702614,1671099702614,0,ONE,,2451.9375,86.4954,70.9236,1.2196,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_latex\1671099702614.jpeg
images\1671114396964.jpg,,masks\1671114396964.png,shoe_cover_single,1671114396964,1671114396964,0,ONE,,8322.9375,143.8987,82.3453,1.7475,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_single\1671114396964.jpeg
images\1671114172840.jpg,,masks\1671114172840.png,shoe_cover_single,1671114172840,1671114172840,0,ONE,,8876.75,138.5841,90.5888,1.5298,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_single\1671114172840.jpeg
images\1671113553364.jpg,,masks\1671113553364.png,shoe_cover_single,1671113553364,1671113553364,0,ONE,,9083.125,139.5,90.5,1.5414,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_single\1671113553364.jpeg
images\1671099033344.jpg,,masks\1671099033344.png,glove_single_latex,1671099033344,1671099033344,0,ONE,,1036.0,55.0,29.5,1.8644,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_latex\1671099033344.jpeg
images\1671098149058.jpg,,masks\1671098149058.png,glove_pair_nitrile,1671098149058,1671098149058,0,ONE,,12827.75,149.75,121.75,1.23,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_nitrile\1671098149058.jpeg
images\1671100604179.jpg,,masks\1671100604179.png,urine_bag,1671100604179,1671100604179,0,ONE,,7074.3125,148.25,115.75,1.2808,0.0,0.0,0.0,0.0,0.0,0.0,train,images\urine_bag\1671100604179.jpeg
images\1671037813154.jpg,,masks\1671037813154.png,glove_pair_surgery,1671037813154,1671037813154,0,ONE,,10289.875,131.25,105.25,1.247,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_surgery\1671037813154.jpeg
images\1671115255570.jpg,,masks\1671115255570.png,shoe_cover_pair,1671115255570,1671115255570,0,ONE,,8592.1875,139.5,102.0,1.3676,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115255570.jpeg
images\1671097218477.jpg,,masks\1671097218477.png,glove_single_nitrile,1671097218477,1671097218477,0,ONE,,13572.5625,149.75,122.0,1.2275,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_nitrile\1671097218477.jpeg
images\1671037144976.jpg,,masks\1671037144976.png,glove_single_surgery,1671037144976,1671037144976,0,ONE,,5978.0625,131.4556,66.9475,1.9636,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_surgery\1671037144976.jpeg
images\1671102888039.jpg,,masks\1671102888039.png,test_tube,1671102888039,1671102888039,0,ONE,,550.8125,45.25,18.25,2.4795,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671102888039.jpeg
images\1671115254970.jpg,,masks\1671115254970.png,shoe_cover_pair,1671115254970,1671115254970,0,ONE,,8854.3125,139.5,103.75,1.3446,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115254970.jpeg
images\1671102872331.jpg,,masks\1671102872331.png,test_tube,1671102872331,1671102872331,0,ONE,,651.6875,46.0,20.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671102872331.jpeg
images\1671099642348.jpg,,masks\1671099642348.png,glove_pair_latex,1671099642348,1671099642348,0,ONE,,1657.75,62.0,59.5,1.042,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_latex\1671099642348.jpeg
images\1671104035140.jpg,,masks\1671104035140.png,medical_cap,1671104035140,1671104035140,0,ONE,,9878.125,128.75,108.75,1.1839,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_cap\1671104035140.jpeg
images\1671115557037.jpg,,masks\1671115557037.png,medical_glasses,1671115557037,1671115557037,0,ONE,,1110.3125,71.3313,60.6364,1.1764,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_glasses\1671115557037.jpeg
images\1671115129034.jpg,,masks\1671115129034.png,shoe_cover_pair,1671115129034,1671115129034,0,ONE,,13621.6875,149.0,139.75,1.0662,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115129034.jpeg
images\1671115096415.jpg,,masks\1671115096415.png,shoe_cover_pair,1671115096415,1671115096415,0,ONE,,7373.0625,139.5,88.75,1.5718,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115096415.jpeg
images\1671098215995.jpg,,masks\1671098215995.png,glove_pair_nitrile,1671098215995,1671098215995,0,ONE,,7215.375,132.0,97.5,1.3538,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_nitrile\1671098215995.jpeg
images\1671096984949.jpg,,masks\1671096984949.png,glove_single_nitrile,1671096984949,1671096984949,0,ONE,,11486.1875,139.25,123.25,1.1298,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_nitrile\1671096984949.jpeg
images\1671103121735.jpg,,masks\1671103121735.png,test_tube,1671103121735,1671103121735,0,ONE,,839.8125,53.3301,22.0295,2.4209,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671103121735.jpeg
images\1671115589020.jpg,,masks\1671115589020.png,medical_glasses,1671115589020,1671115589020,0,ONE,,1041.5,61.25,24.0,2.5521,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_glasses\1671115589020.jpeg
images\1671115150845.jpg,,masks\1671115150845.png,shoe_cover_pair,1671115150845,1671115150845,0,ONE,,13945.75,160.9234,125.7324,1.2799,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115150845.jpeg
images\1671036703296.jpg,,masks\1671036703296.png,glove_single_surgery,1671036703296,1671036703296,0,ONE,,5059.25,124.3056,59.0837,2.1039,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_surgery\1671036703296.jpeg
images\1671037503713.jpg,,masks\1671037503713.png,glove_pair_surgery,1671037503713,1671037503713,0,ONE,,13060.75,149.75,120.75,1.2402,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_surgery\1671037503713.jpeg
images\1671036966212.jpg,,masks\1671036966212.png,glove_single_surgery,1671036966212,1671036966212,0,ONE,,11656.4375,139.5,119.75,1.1649,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_surgery\1671036966212.jpeg
images\1671103136210.jpg,,masks\1671103136210.png,test_tube,1671103136210,1671103136210,0,ONE,,610.4375,46.5,19.5,2.3846,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671103136210.jpeg
images\1671037882393.jpg,,masks\1671037882393.png,glove_pair_surgery,1671037882393,1671037882393,0,ONE,,11656.25,149.2872,118.4243,1.2606,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_surgery\1671037882393.jpeg
images\1671099515244.jpg,,masks\1671099515244.png,glove_pair_latex,1671099515244,1671099515244,0,ONE,,2509.75,69.75,69.5,1.0036,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_latex\1671099515244.jpeg
images\1671187904011.jpg,,masks\1671187904011.png,gauze,1671187904011,1671187904011,0,ONE,,4154.4375,123.0,70.25,1.7509,0.0,0.0,0.0,0.0,0.0,0.0,train,images\gauze\1671187904011.jpeg
images\1671098881661.jpg,,masks\1671098881661.png,glove_single_latex,1671098881661,1671098881661,0,ONE,,1347.3125,56.25,54.25,1.0369,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_latex\1671098881661.jpeg
images\1671115210812.jpg,,masks\1671115210812.png,shoe_cover_pair,1671115210812,1671115210812,0,ONE,,10064.6875,127.6616,113.7533,1.1223,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115210812.jpeg
images\1671115237328.jpg,,masks\1671115237328.png,shoe_cover_pair,1671115237328,1671115237328,0,ONE,,12930.625,139.25,134.5,1.0353,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671115237328.jpeg
images\1671103211885.jpg,,masks\1671103211885.png,test_tube,1671103211885,1671103211885,0,ONE,,3113.375,93.0,84.25,1.1039,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671103211885.jpeg
images\1671114723245.jpg,,masks\1671114723245.png,shoe_cover_single,1671114723245,1671114723245,0,ONE,,10960.6875,122.598,119.1193,1.0292,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_single\1671114723245.jpeg
images\1671114911613.jpg,,masks\1671114911613.png,shoe_cover_pair,1671114911613,1671114911613,0,ONE,,10427.625,129.1059,103.3219,1.2495,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_pair\1671114911613.jpeg
images\1671104134663.jpg,,masks\1671104134663.png,medical_cap,1671104134663,1671104134663,0,ONE,,10120.0625,128.75,120.5,1.0685,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_cap\1671104134663.jpeg
images\1671102902347.jpg,,masks\1671102902347.png,test_tube,1671102902347,1671102902347,0,ONE,,768.9375,49.25,21.0,2.3452,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671102902347.jpeg
images\1671104093239.jpg,,masks\1671104093239.png,medical_cap,1671104093239,1671104093239,0,ONE,,8349.5625,129.2834,97.3557,1.328,0.0,0.0,0.0,0.0,0.0,0.0,train,images\medical_cap\1671104093239.jpeg
images\1671097598119.jpg,,masks\1671097598119.png,glove_pair_nitrile,1671097598119,1671097598119,0,ONE,,8765.5,140.7033,86.2726,1.6309,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_nitrile\1671097598119.jpeg
images\1671037474730.jpg,,masks\1671037474730.png,glove_pair_surgery,1671037474730,1671037474730,0,ONE,,8312.5,162.6591,90.3429,1.8005,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_surgery\1671037474730.jpeg
images\1671037466460.jpg,,masks\1671037466460.png,glove_pair_surgery,1671037466460,1671037466460,0,ONE,,7192.875,145.0,82.75,1.7523,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_surgery\1671037466460.jpeg
images\1671097957451.jpg,,masks\1671097957451.png,glove_pair_nitrile,1671097957451,1671097957451,0,ONE,,16551.125,149.75,142.0,1.0546,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_nitrile\1671097957451.jpeg
images\1671103108394.jpg,,masks\1671103108394.png,test_tube,1671103108394,1671103108394,0,ONE,,638.5,48.8563,20.0098,2.4416,0.0,0.0,0.0,0.0,0.0,0.0,train,images\test_tube\1671103108394.jpeg
images\1671113598289.jpg,,masks\1671113598289.png,shoe_cover_single,1671113598289,1671113598289,0,ONE,,10999.5,152.2196,101.8995,1.4938,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_single\1671113598289.jpeg
images\1671099653187.jpg,,masks\1671099653187.png,glove_pair_latex,1671099653187,1671099653187,0,ONE,,2236.8125,74.0,54.75,1.3516,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_pair_latex\1671099653187.jpeg
images\1671100076187.jpg,,masks\1671100076187.png,urine_bag,1671100076187,1671100076187,0,ONE,,4579.8125,129.7536,94.5549,1.3723,0.0,0.0,0.0,0.0,0.0,0.0,train,images\urine_bag\1671100076187.jpeg
images\1671114237143.jpg,,masks\1671114237143.png,shoe_cover_single,1671114237143,1671114237143,0,ONE,,5610.0625,128.6199,70.3929,1.8272,0.0,0.0,0.0,0.0,0.0,0.0,train,images\shoe_cover_single\1671114237143.jpeg
images\1671097002790.jpg,,masks\1671097002790.png,glove_single_nitrile,1671097002790,1671097002790,0,ONE,,10683.8125,163.2755,98.7617,1.6532,0.0,0.0,0.0,0.0,0.0,0.0,train,images\glove_single_nitrile\1671097002790.jpeg
